message_id,date,text,urls,has_photo,views
28569,2026-03-05T06:04:28+00:00,"🎙 Comment by Russia's Foreign Ministry Spokeswoman Maria Zakharova on France’s decision to increase its nuclear arsenal (March 4, 2026) 
 
 💬 The statement made the other day by French President Emmanuel Macron regarding Paris’s intention to embark upon a non-transparent expansion of its nuclear arsenal , which in itself constitutes an extremely destabilising development , should be viewed in a broader context. 
 
 <...> 
 
 We note that the United Kingdom earlier announced an approach largely similar to the course now adopted by France, having some time ago also begun a significant expansion of its national nuclear arsenal while reducing its transparency . 
 
 Moreover, in accordance with US-UK arrangements, London will, in addition to its existing sea-based component, acquire air delivery systems for nuclear weapons and gain access, with US consent, to US nuclear aerial bombs newly deployed in Britain which will further increase the number of warheads that the country could employ in a potential conflict. 
 
 At the same time, NATO’s traditional policy in this sphere excludes disclosure of the quantitative parameters of US nuclear weapons deployed in Europe. Russia is compelled to take into account that, in addition to the United Kingdom, an undeclared number of such weapons is stationed in four other European NATO countries and Türkiye, from where they are capable of striking a broad range of critically important targets on the territory of the Russian Federation . <...> 
 
 Beyond strengthening their national military nuclear capabilities, the United Kingdom and France are working with their allies to shape a certain independent or autonomous European nuclear deterrent capability. 
 
 Initial, somewhat disingenuous attempts to present this as an alternative to the American nuclear umbrella quickly gave way to recognition of the obvious fact that this concerns the expansion of the European nuclear component within NATO , in addition to the existing practice of nuclear sharing missions based on US nuclear weapons. 
 
 Thus, there is a substantial reinforcement and expansion of NATO’s overall nuclear potential, which, in the event of a direct military conflict with Russia , could be coordinated against our country not only in its European segment but in its entirety, including the US arsenal. <...> 
 
 We also note that the decisions by London and Paris to expand their nuclear arsenals are intended to be implemented outside international constraints, continuing their long-standing policy of avoiding participation in any nuclear arms control arrangements . 
 
 Read in full",https://mid.ru/en/foreign_policy/news/2084136/|https://mid.ru/en/foreign_policy/news/2084136/,True,6.27K
28570,2026-03-05T07:52:03+00:00,"🎙 President of Russia Vladimir Putin held a meeting with Minister of Foreign Affairs and Trade of Hungary Peter Szijjarto (March 4, 2026, Moscow) 
 
 From the Russian Side, the meeting was also attended by Foreign Minister Sergey Lavrov, First Deputy Prime Minister Denis Manturov, and Presidential Aide Yury Ushakov. 
 
 💬 Vladimir Putin: You chair the intergovernmental commission on the Hungarian Side, and it is working actively. You visit Russia frequently. I am aware of your efforts to maintain the momentum in our relations, despite the well-known challenges, though we will not dwell on that now. 
 
 Our trade turnover has unfortunately declined somewhat – last year, I believe, it fell by about 13%. Nevertheless , overall our relations remain stable and continue to develop in a positive direction . I refer in particular to cooperation in energy policy, including hydrocarbons, as well as our flagship project – the Paks Nuclear Power Plant . 
 
 As for hydrocarbons, I understand that oil supplies are of particular concern to you. We see what is happening now on global gas markets and on the European gas market. We will be glad to discuss all these matters. Whatever depends on us – we have always fulfilled all our obligations – and, of course, we intend and are prepared to continue doing so. 
 
 I repeat: we have always been reliable suppliers. You know this, and I have noted your public statements on this matter. Only yesterday I spoke with Hungary’s Prime Minister Viktor Orban on several issues. 
 
 *** 
 
 💬 Vladimir Putin: Mr Minister, during our telephone conversation yesterday , Prime Minister Viktor Orban also raised this issue and asked me to consider releasing Hungarian citizens held by the Russian army . These individuals hold dual citizenship – Ukrainian and Hungarian – and were forcibly mobilized. 
 
 I have decided to release two individuals. As the Prime Minister requested, you will be able to take them with you – directly onto the plane on which you arrived and on which you will return to Budapest. 
 
 #RussiaHungary",http://en.kremlin.ru/events/president/news/79259|https://t.me/hello_Paks|https://t.me/MFARussia/28547|https://t.me/MFARussia/28547|?q=%23RussiaHungary,True,2.62K
28531,2026-03-02T17:05:01+00:00,"#KievRegimeCrimes 
 
 ⚡️ Ambassador-at-Large of the Russian Ministry of Foreign Affairs Rodion Miroshnik : 
 
 PHOTO EVIDENCE of crimes committed by Ukrainian armed forces over the week of February 23 – March 1, 2026 : 
 
 ▪️ February 23 – an artillery strike on a private residential house in Lyubimovka settlement, Kherson region. A civilian was killed. 
 
 ▪️ February 23 – a kamikaze UAV struck a civilian passenger vehicle on the Shebekino-Belgorod road section in the Belgorod region. 
 
 ▪️ February 24 – a drone strike on a private household in Vasilyevka, Zaporozhye region. 
 
 ▪️ February 27 – a missile strike on an energy facility in Belgorod. Around 60,000 household consumers were left without electricity. 
 
 ▪️ February 27 – a drone strike on an auto service building in Kursk. One civilian was killed, three others were injured. 
 
 ▪️ February 27 – massive shelling of civilian infrastructure in Novaya Kakhovka, Kherson region. 
 
 ▪️ February 28 – drone attacks on civilian vehicles in the Markovsky municipal district of the LPR. One person was killed, two others were injured. 
 
 ▪️ March 1 – a fixed-wing UAV strike on a civilian vehicle on the Vasilyevka-Berdyansk road section in the Zaporozhye region. A woman was killed, another sustained serious injuries. 
 
 ▪️ March 1 – an FPV drone strike on a civilian passenger vehicle in Kazinka village, Belgorod region. 
 
 ▪️ March 1 – a kamikaze UAV strike on a civilian passenger vehicle in Solokhi village, Belgorod region.",?q=%23KievRegimeCrimes|https://t.me/miroshnik_r|https://t.me/miroshnik_r/20923?single,True,3.6K
28541,2026-03-02T17:34:28+00:00,"🇷🇺 🇸🇦 📞 On March 2, Foreign Minister Sergey Lavrov had a telephone conversation with Foreign Minister of the Kingdom of Saudi Arabia Faisal bin Farhan Al Saud. 
 
 The two Foreign Ministers exchanged perspectives on the situation around Iran, which has arisen as a result of the aggression committed by the United States and Israel against the Islamic Republic. 
 
 It was observed that the unprecedented escalation of the conflict harbours unpredictable consequences for the entire region. Concern was articulated regarding the risk of third countries, particularly the Arab states of the Persian Gulf, becoming embroiled in the conflict. 
 
 ❗️ The Ministers emphasised that Russian Federation and the Kingdom of Saudi Arabia advocate for the immediate cessation of all hostilities and the prioritisation of measures to prevent attacks on civilians and civilian infrastructure, both within Iran and in the neighbouring states. 
 
 Sergey Lavrov and Faisal bin Farhan agreed to maintain continuous communication in the interests of a peaceful resolution to the situation. 
 
 #RussiaSaudiArabia",https://mid.ru/en/foreign_policy/news/2083540/|?q=%23RussiaSaudiArabia,True,2.4K
28542,2026-03-02T18:02:56+00:00,"🎙 Foreign Ministry Spokeswoman Maria Zakharova ’s answers to questions from Izvestia regarding the situation with Russian citizens in Middle Eastern countries (March 2, 2026) 
 
 ❓ Question: How many Russian citizens have sought assistance from the Russian Foreign Ministry and consulates for returning home? How many have been supported? 
 
 💬 Maria Zakharova: As you are aware, the data regarding Russians who have reached out to our foreign missions is in a state of constant flux. The following numbers reflect the scale and intricacy of the situation confronting our citizens. 
 
 As of the end of the day on March 1, approximately 1,400 Russian nationals had contacted the Russian Embassy in the UAE. The Russian Consulate General in Dubai has received over 6,000 requests from Russian citizens. Comprehensive consular support has been extended to all, within the remit of our foreign missions. The number of new inquiries continues to rise, prompting the introduction of three additional telephone lines for citizen enquiries. Furthermore, Consulate General staff have been arranged on a continuous duty roster. 
 
 The Russian Embassy in Iran has received over 50 requests from compatriots. All have been provided with necessary instructions and assistance regarding evacuation to Azerbaijan, Armenia, and Turkmenistan. 
 
 The Russian Embassies in Jordan, Saudi Arabia, and Kuwait continue to receive a steady stream of calls and written requests. 
 
 Since February 28, the Russian Embassy in Tel Aviv has received more than 300 hotline calls and emails from Russian citizens currently in Israel, seeking consular assistance and general information. 
 
 The Russian Embassy in Doha has received around 250 requests. The total number of compatriots awaiting evacuation, including 364 Qatar Airways transit passengers and 150 members of a children’s football school, is estimated to be at least 800. Given the circumstances, all those who have approached the Embassy have been provided with detailed instructions and recommendations. 
 
 ❓ Question: Does the Foreign Ministry advise Russians to refrain from travelling to the Persian Gulf countries (Bahrain, Kuwait, Oman, Qatar, Saudi Arabia, and the UAE)? Does the Ministry recommend that compatriots leave these countries? 
 
 💬 Maria Zakharova: Detailed updates regarding the current situation have been published on the official social media accounts of our foreign missions. 
 
 While specific recommendations may vary by country, the overarching advice for all remains the same: maintain calm and vigilance, strictly adhere to the host country’s security directives, stay close to safe locations, and, if necessary, remain there until notified otherwise by local authorities. 
 
 Comprehensive info for Russian citizens can be found here: https://t.me/MID_Russia/74885 (in Russian). 
 
 Read in full",https://mid.ru/en/foreign_policy/news/2083505/|https://t.me/rusembuae|https://t.me/dubai_mid|https://t.me/russianembassytehran|https://t.me/rusembjo|https://t.me/rusembsaudi|https://t.me/RussianEmbassyKuwait|https://t.me/RussiaInIsrael|https://t.me/russia_in_qatar|https://t.me/MID_Russia/74885|https://mid.ru/en/foreign_policy/news/2083505/,True,3.93K
28543,2026-03-02T19:00:41+00:00,"🇷🇺 🇸🇦 📞 President of Russia Vladimir Putin and Crown Prince and Prime Minister of Saudi Arabia Mohammed bin Salman Al Saud had a telephone conversation (March 2, 2026) 
 
 During the phone call, the Leaders had a thorough discussion of the escalation in the Middle East resulting from the United States and Israel's armed aggression against the Islamic Republic of Iran. 
 
 Both Sides expressed serious concern over the real risks of geographical expansion of the conflict, which has already affected several Arab states and is fraught with potentially catastrophic consequences. 
 
 In this regard, Vladimir Putin emphasised the need to resolve the extremely dangerous situation at hand via political and diplomatic means. 
 
 In turn, Mohammed bin Salman Al Saud expressed and opinion that the Russian Side could play a positive, stabilising role these days, given the friendly ties it has with both Iran and the Gulf states. 
 
 #RussiaSaudiArabia",https://t.me/news_kremlin_eng/7111|http://kremlin.ru/events/president/news/79093|?q=%23RussiaSaudiArabia,True,3.93K
28544,2026-03-02T21:01:33+00:00,"⚡️ Statement of the Shanghai Cooperation Organization regarding the Situation around the Islamic Republic of Iran 
 
 The Member States of the Shanghai Cooperation Organization ( #SCO ) express serious concern over the developments in the Middle East and the military strikes on the territory of the Islamic Republic of Iran. 
 
 The SCO Member States consider the use of force as unacceptable and advocate for the resolution of existing differences exclusively by peaceful means, based on dialogue, mutual respect, and taking into account the legitimate interests of all parties, in accordance with the norms of the international law and the principles of the UN Charter. 
 
 The SCO Member States underscore the need to ensure sovereignty, security, and territorial integrity of Iran, and call on all parties to exercise restraint and to refrain from actions that could aggravate the situation. 
 
 The SCO Member States strongly urge the United Nations and the UN Security Council to take immediate measures to counteract the undermining of international peace and security. 
 
 The SCO Member States express sincere condolences to the families of those murdered as a result of the attack and declare their solidarity with and support for the Government and the people of Iran. 
   
 2 March, 2026",https://mid.ru/en/foreign_policy/news/2083558/|?q=%23SCO,True,18.3K
28545,2026-03-03T08:11:17+00:00,"🔴 #LIVE : Minister of Foreign Affairs of Russia Sergey Lavrov and Second Minister of Foreign Affairs of Brunei Darussalam Erywan Yusof commence talks in Moscow 
 
 🔴 Russia’s MFA website",?q=%23LIVE|https://mid.ru/en/press_service/video/,False,3.23K
28546,2026-03-03T09:16:05+00:00,"🔴 #LIVE : Russia's Foreign Minister Sergey Lavrov and Second Minister of Foreign Affairs of Brunei Darussalam Erywan Yusof hold a joint news conference following talks in Moscow 
 
 🔴 X (ex-Twitter) 
 
 🔴 Facebook 
 
 🔴 Ruptly 
 
 🔴 Russia’s MFA website",?q=%23LIVE|https://x.com/i/broadcasts/1yGBeMPwZMPKN|https://www.facebook.com/100069392071612/videos/772126482223494|https://ruptly.video/event_route?link_id=b33a6c26-39d8-475e-81ae-cff927f78e59&amp;provider_id=14&amp;direction=video|https://mid.ru/en/press_service/video/,False,2.88K
28547,2026-03-03T11:34:34+00:00,"🇷🇺 🇭🇺 On March 3, President of Russia Vladimir Putin and Prime Minister of Hungary Viktor Orban held a telephone conversation. 
 
 The Leaders reviewed current issues of Russia-Hungary cooperation , including the implementation of agreements reached during the talks between Vladimir Putin and Viktor Orban on November 28, 2025, in Moscow. 
 
 They also discussed the sharply escalating situation around Iran and across the broader Middle East region – including possible implications for the global energy market. 
 
 During the exchange of views on Ukraine, Vladimir Putin noted the principled position of the Hungarian leadership in support of a political and diplomatic settlement of the conflict , as well as Hungary’s overall commitment to pursuing a balanced and sovereign course in international affairs. 
 
 Issues concerning Hungarian citizens mobilized into the Ukrainian armed forces and currently held in Russian captivity were also addressed. 
 
 🤝 The Leaders agreed to continue contacts at various levels. 
 
 #RussiaHungary",http://kremlin.ru/events/president/news/79248|https://t.me/MFARussia/27394|?q=%23RussiaHungary,True,2.83K
28548,2026-03-03T12:00:00+00:00,"🇷🇺 🇧🇳 On March 3, Foreign Minister of Russia Sergey Lavrov held talks with Second Foreign Minister of Brunei Darussalam Erywan Yusof . 
 
 As 2026 marks the 35th anniversary of the establishment of diplomatic relations between Russia and Brunei , the Sides held a substantive discussion on the current state and future prospects of bilateral ties – including further deepening political dialogue and expanding cooperation in areas of mutual interest such as energy, agriculture, finance and banking, and tourism. 
 
 The Ministers also conducted a comprehensive exchange of views on key international and regional issues – including the escalating situation in the Middle East and developments in the Asia-Pacific region. 
 
 Particular attention was given to enhancing cooperation within the framework of the #RussiaASEAN Dialogue Partnership . 
 
 *** 
 
 💬 Sergey Lavrov’s opening remarks during his talks with Erywan Yusof: 
 
 Yesterday, in an informal setting, we began discussing current and highly complex issues of international politics that affect all countries without exception – including many states in the Middle East and South-East Asia. 
 
 All this undoubtedly underscores the necessity and relevance of further intensifying dialogue on all matters between friendly countries such as Russia and Brunei Darussalam. 
 
 2026 is a jubilee year. Diplomatic relations between our countries were established 35 years ago. 
 
 Moreover, we are marking the 35th anniversary of the #RussiaASEAN Dialogue Partnership , of which Brunei Darussalam is an active and respected member. 
 
 Our meeting is a good opportunity , within the framework of our annual contacts, to review the entire spectrum of our relations – from bilateral ties to regional matters and the increasingly acute international issues and the global situation as a whole. 
 
 #RussiaBrunei",https://mid.ru/ru/foreign_policy/news/2083733/|https://mid.ru/en/foreign_policy/news/2083733/|?q=%23RussiaASEAN|https://mid.ru/en/foreign_policy/news/2083710/|?q=%23RussiaASEAN|?q=%23RussiaBrunei,True,2.89K
28511,2026-02-28T12:48:46+00:00,"⚡ Russian Foreign Ministry's Statement regarding military aggression of the United States and Israel against Iran 
 
 On the morning of February 28, US and Israeli armed forces carried out airstrikes on the territory of Iran. 
 
 The scope and character of the military, political, and propaganda preparations that preceded this reckless step, including the deployment of substantial US military forces to the region, leave no doubt that this is a deliberate, premeditated, and unprovoked act of armed aggression against a sovereign and independent UN member state, in direct violation of the fundamental principles and norms of international law. 
 
 It is particularly reprehensible that these strikes are once again being conducted under the cover of the renewed negotiation process , ostensibly intended to secure long-term normalisation of the situation around the Islamic Republic of Iran. This comes despite assurances conveyed to the Russian Side indicating that Israel had no interest in entering into military confrontation with Iran. 
 
 The international community, including the leadership of the UN and the IAEA, must urgently deliver an objective and unbiased assessment of these irresponsible actions , which are aimed at undermining peace, stability, and security in the Middle East. 
 
 Washington and Tel Aviv have once again embarked on a perilous course that is swiftly pushing the region toward a humanitarian, economic, and potentially even radiological disaster. 
 
 The aggressors’ intentions are evident and have been stated openly: to dismantle the constitutional order and remove the leadership of a state they deem undesirable because it has refused to yield to the dictates of force and hegemonic pressure. Responsibility for the impact of this man-made crisis, including the unpredictable chain reaction and the spiral of escalating violence, rests entirely with them. 
 
 The grave repercussions of these ill-conceived actions for the global non-proliferation regime, whose cornerstone is the NPT, are being openly disregarded. 
 
 Meanwhile, the US-Israeli tandem seeks to cover its actions with a purported concern over preventing Iran from acquiring nuclear weapons. The bombing of nuclear facilities operating under IAEA safeguards is unacceptable . 
 
 Essentially, the motives of Washington and Tel Aviv bear no relation to the objectives of the non-proliferation regime. 
 
 Even they cannot but understand that by plunging the Middle East into the abyss of uncontrolled escalation , they are effectively prompting countries across the globe – and the Middle East in particular – to pursue ever more grave means of countering emerging threats. 
 
 The sustained and systematic nature of the destabilising attacks , carried out by the US administration against the fundamental principles of the international legal order in recent months, raises particular concern. Among the violated principles are non-interference in internal affairs, the renunciation of the use or threat of use of force, and the peaceful settlement of international disputes. 
 
 ❗️ We call for an immediate return to a political and diplomatic track. Russia, as always, stands ready to assist in advancing peaceful solutions grounded in international law, mutual respect, and a balanced consideration of interests.",https://mid.ru/en/foreign_policy/news/2083284/,True,31.8K
28512,2026-02-28T16:19:15+00:00,"🇷🇺 🇮🇷 📞 On February 28, Russia's Foreign Minister Sergey Lavrov had a telephone conversation with Minister of Foreign Affairs of the Islamic Republic of Iran Abbas Araghchi . 
 
 The Iranian Minister briefed Sergey Lavrov on IRI leadership’s steps to repel the aggression by the United States and Israel , which had once again derailed talks on peaceful settlement of the issues concerning Iran’s nuclear programme. 
 
 He informed Sergey Lavrov about the plans to convene an urgent meeting of the UN Security Council . 
 
 Sergey Lavrov condemned the absolutely unprovoked armed attack by the United States and Israel on Iran in violation of principles and standards of international law while totally ignoring hard repercussions for the regional and global stability and security. 
 
 He pointed out the need to promptly stop the attacks against the Islamic Republic and to bring back the developments toward political and diplomatic settlement . 
 
 Sergey Lavrov stressed Russia’s readiness to assist in seeking peaceful solution based on international law, mutual respect, and balance of interests. 
 
 The Iranian Side expressed sincere gratitude to the Russian Federation for invariable and solid support . 
 
 #RussiaIran",https://mid.ru/en/foreign_policy/news/2083290/|https://t.me/MFARussia/28511|https://webtv.un.org/en/asset/k17/k17mx2gk4i|?q=%23RussiaIran,True,7.76K
28513,2026-02-28T21:08:31+00:00,"🔴 #LIVE : The UN Security Council holds a meeting concerning an unprovoked act of armed aggression by the United States and Israel against Iran 
 
 🔗 https://webtv.un.org/en/asset/k17/k17mx2gk4i",?q=%23LIVE|https://webtv.un.org/en/asset/k17/k17mx2gk4i,False,6.88K
28514,2026-03-01T09:05:35+00:00,"🇷🇺 🇧🇳 On March 3, Foreign Minister of Russia Sergey Lavrov will hold talks in Moscow with Second Minister of Foreign Affairs of the State of Brunei Darussalam Erywan Yusof . 
 
 The Ministers are expected to review the current state and prospects for the development of #RussiaBrunei relations , including the schedule of upcoming political contacts and the further strengthening of cooperation across practical areas. 
 
 They will also exchange views on pressing global and regional issues , as well as on enhancing interaction within the #RussiaASEAN Dialogue Partnership framework.",https://mid.ru/en/foreign_policy/news/2082984/|?q=%23RussiaBrunei|?q=%23RussiaASEAN,True,4.22K
28515,2026-03-01T10:02:04+00:00,"🎙 Statement by Permanent Representative of the Russian Federation to the UN Vassily Nebenzia at UNSC Briefing in connection with US and Israeli Strikes against Iran (New York, February 28, 2026) 
 
 💬 Vassily Nebenzia: In recent hours, we have witnessed another extremely dangerous surge in escalation in the Middle East. 
 
 In the early hours of February 28, the United States and Israel began launching massive military strikes on the territory of Iran. It was publicly declared that one of the targets of the attack was the country's senior political leadership, as well as civilian nuclear facilities. 
 
 In real time we are getting reports from the Iranian authorities about casualties, including among civilians: more than 200 people have died in 24 provinces of the country. 
 
 We express our sincere condolences to the families and loved ones of the victims and we wish a speedy recovery to the injured. Our country is taking all necessary steps to ensure the safety and security of Russian citizens who are currently in the Islamic Republic of Iran (IRI). 
 
 <...> 
 
 US President Donald Trump has announced today that this operation is aimed at preventing Iran from acquiring nuclear weapons. But such claims are ungrounded. <...> 
 
 Iran has repeatedly stressed its readiness to place the preservation of its status as a non-nuclear-weapon state at the heart of new agreements with the US, provided that Iran's legitimate right as a state party to the NPT to develop peaceful nuclear technologies is respected and upheld. 
 
 Against this backdrop, we deem completely unfounded all the attempts by Western countries to justify this US-Israeli aggression by citing alleged threats to international peace and security supposedly emanating from Iran's nuclear program. 
 
 👉 The only credible sources of information on this matter are the relevant reports of the IAEA Director General. And these reports have never indicated that Iran could be developing nuclear weapons. <...> 
 
 We expect that the IAEA Director General, Rafael Grossi, will give unambiguous assessments and will condemn this yet another act by the USA and Israel to undermine the authority of the NPT and the global non-proliferation regime as a whole. 
 
 <...> 
 
 ❗️ We demand that the United States and Israel immediately cease their aggressive actions. 
 
 There are no and will never be any alternatives to a peaceful and diplomatic resolution of the Iranian issue, including its nuclear component. 
 
 We insist on the immediate resumption of political and diplomatic settlement efforts in pursuit for solutions based on international law, mutual respect, and balance of interests. 
 
 Russia stands ready to provide all necessary support for such efforts. 
 
 Read in full",https://russiaun.ru/en/news/28022026|https://t.me/MFARussia/28511|https://russiaun.ru/en/news/28022026,True,5.67K
28516,2026-03-01T12:00:10+00:00,"🎙 Russia's Foreign Minister Sergey Lavrov’s answer to a question from the Moscow. Kremlin. Putin programme (Moscow, March 1, 2026) 
 
 ❓ Question: Is Europeans’ self-preservation instinct completely failing with regard to this nuclear escalation? 
 
 💬 Sergey Lavrov: It seems to me, the situation that our Western neighbours are trying to drive the Ukrainian crisis into has already been assessed publicly at all levels, by both officials and political analysts, multiple times. 
 
 I don’t know about instincts. This crowd mainly has the ‘Epstein’ sort of instincts, I believe. 
 
 As for any concern for their countries and peoples – those instincts have, clearly, worn thin in the past years.",https://mid.ru/en/foreign_policy/news/2083351/,True,12.5K
28517,2026-03-01T12:37:46+00:00,"✉️ President of Russia Vladimir Putin expressed deepest condolences to President of the Islamic Republic of Iran Masoud Pezeshkian over the assassination of Supreme Leader of Iran Ali Khamenei and members of his family. 
 
 The message reads, in part: 
 
 ✍️ Please, accept my deepest condolences on the assassination of Supreme Leader of the Islamic Republic of Iran Seyyed Ali Khamenei and members of his family, committed in cynical violation of all norms of human morality and international law. 
 
 In our country, Grand Ayatollah Khamenei will be remembered as an outstanding statesman who made an enormous personal contribution to the development of friendly ties between Russia and Iran and to raising them to the level of a comprehensive strategic partnership. 
 
 Please, convey my most sincere sympathy and support to the family and friends of the Supreme Leader, as well as to the leadership and to the entire people of Iran. 
 
 Vladimir Putin",http://en.kremlin.ru/events/president/news/79238,True,11.3K
28518,2026-03-01T16:07:07+00:00,"⚡️ Russia's Foreign Ministry statement on the situation around Iran 
 
 Moscow has received the news of the killing of the Supreme and Spiritual Leader of the Islamic Republic of Iran, Ayatollah Ali Khamenei, members of his family, and senior Iranian officials in US and Israeli missile strikes with outrage and deep sorrow. 
 
 The Russian Federation strongly and consistently condemns the practice of political assassination and manhunt for leaders of sovereign states that goes against the fundamental principles of civilised interstate relations and constitutes a grave violation of international law. 
 
 In the course of continuing military operations, the number of casualties among civilians is constantly rising, with serious damage being inflicted on civilian infrastructure as well. 
 
 Retaliation strikes at the US military bases in the Arab countries of the Persian Gulf, along with the activation of anti-aircraft defence systems, have caused damage to the international airports in Dubai, Kuwait City, sea ports, high-rises and hotels in Bahrain, Qatar, Kuwait, the UAE, and Saudi Arabia. 
 
 It has been reported that navigation has been stopped in the Strait of Hormuz. This can lead to the blocking of hydrocarbon exports to the region and create a significant imbalance in the global oil and gas markets. 
 
 ❗️ We call for immediate de-escalation, cessation of hostilities, resumption of political and diplomatic processes, to settle any existing problems on the basis of the UN Charter and the Treaty on the Non-Proliferation of Nuclear Weapons. 
 
 The legitimate interests of all the states in the Persian Gulf must be taken into account.",https://mid.ru/en/foreign_policy/news/2083359/|https://t.me/MFARussia/28517,True,11.6K
28519,2026-03-01T17:40:01+00:00,"🇷🇺 🇦🇪 📞 On February 28, Russia's Foreign Minister Sergey Lavrov and Foreign Minister of the United Arab Emirates Sheikh Abdullah bin Zayed Al Nahyan had a telephone conversation . 
 
 The Russian Foreign Minister stressed that the actions of the United States and Israel in launching an unprovoked aggression against the Islamic Republic of Iran were unacceptable. 
 
 The Foreign Ministers of Russia and the UAE stressed the destabilising nature of the military escalation in the region, which creates security threats to the Arab countries of the Persian Gulf. 
 
 Sergey Lavrov and Abdullah bin Zayed Al Nahyan expressed a unanimous opinion that all hostilities must cease and the situation must return to the political and diplomatic track, with due consideration for the legitimate interests of all the countries in the region. 
 
 #RussiaUAE",https://mid.ru/en/foreign_policy/news/2083364/|?q=%23RussiaUAE,True,3.67K
28520,2026-03-01T18:31:55+00:00,"🇷🇺 🇨🇳 📞 On March 1, Russia's Foreign Minister Sergey Lavrov and Foreign Minister of the People’s Republic of China Wang Yi held a telephone conversation . 
 
 The Ministers condemned the large-scale military strikes launched by the United States and Israel against Iranian territory, an operation carried out despite Tehran’s stated openness to dialogue. 
 
 They stressed that such acts of aggression represent a grave violation of international law and the fundamental principles of the UN Charter, destabilising the situation across the entire region. 
 
 Particular emphasis was placed on the fact that it is unacceptable to pursue policies aimed at overthrowing the legitimately elected authorities of sovereign states. 
 
 Sergey Lavrov and Wang Yi called for an immediate cessation of hostilities and underscored the urgent need for a political and diplomatic resolution to all issues related to the Iranian case, including ensuring the legitimate security interests of all the Gulf states. 
 
 The Ministers highlighted the unity of Moscow’s and Beijing’s positions during the emergency UN Security Council meeting convened the previous day at the initiative of Russia and China. 
 
 They expressed their readiness to continue working together to help stabilise the situation, by coordinating their efforts within the UN Security Council, the IAEA, the SCO, and the Group of Friends in Defence of the Charter of the United Nations. 
 
 The Parties agreed to maintain close contact on all pressing international issues. 
 
 #RussiaChina",https://mid.ru/en/foreign_policy/news/2083372/|https://t.me/MFARussia/28518|https://t.me/MFARussia/28515|?q=%23RussiaChina,True,4.37K
28521,2026-03-02T08:07:58+00:00,"⚡️ Russia’s EMERCOM : 
 
 On March 2, An Il-76 aircraft of Russia’s EMERCOM brought Russian nationals from Egypt to Moscow. 
 
 The evacuation was organized on the instructions of the President Vladimir Putin and at the directive of EMERCOM Head Alexander Kurenkov . 
 
 The special flight landed at Zhukovsky Airport near Moscow carrying diplomatic staff and their family members who had been serving in Israel. 
 
 A total of 84 people arrived in the capital – including 38 children.",https://t.me/mchs_official,False,5.39K
28522,2026-03-02T09:15:21+00:00,"🇷🇺 The special session of the IAEA Board of Governors , convened at Russia’s request to address the situation around Iran , will begin in the coming hours. 
 
 The military strikes launched by the United States and Israel against Iranian territory on 28 February - at a time when the negotiation process on resolving issues related to the Iranian nuclear programme was at an advanced stage and could have led to concrete agreements - deserve strong condemnation. Such actions objectively undermine diplomatic efforts, create an atmosphere of distrust, and jeopardize the prospects for a political and diplomatic solution . 
 
 Of particular concern is the signal conveyed by these steps: instead of allowing negotiations the opportunity to reach a substantive outcome, a coercive military instrument is being employed. This inflicts damage on the broader non-proliferation architecture and demonstrates that even at an advanced stage of diplomacy, the military factor may be used as a tool of influence. 
 
 Under these circumstances, the IAEA should not remain on the sidelines . Russia has repeatedly emphasized that the attacks carried out in June last year against facilities under IAEA safeguards did not receive a clear public assessment or condemnation from the Agency . The consistency and principled nature of the IAEA’s position remain critically important for maintaining confidence in the international safeguards and non-proliferation regime.",https://t.me/ViennaMissionRu/10389,True,2.7K
28523,2026-03-02T09:30:37+00:00,"Congratulatory message on the 130th Anniversary of the Victory of Adwa by H.E. Mr. Evgeny Terekhin, Ambassador of Russia to Ethiopia (The Ethiopian Herald, March 1, 2026): 
 
 ✍️ Dear Friends, 
 I warmly congratulate the Government and the brotherly people of Ethiopia on the 130th Anniversary of the Victory of Adwa. This landmark event became a vivid symbol of the independence and courage of the Ethiopian people, who defended their freedom in the face of European colonizers. The Victory of Adwa gave a powerful impetus to the consolidation of Ethiopian statehood and to the pursuit of an independent course in domestic and foreign policy. 
 
 Without exaggeration, this battle became a genuine inspiration for the oppressed peoples of Africa in their struggle for liberation from colonial domination. 
 
 🇷🇺 🇪🇹 It is gratifying that the Victory of Adwa marked an important milestone in the history of Russian‑Ethiopian relations. Representatives of Russia made their contribution to the common cause, and Russian medics helped save thousands of Ethiopian war heroes wounded in the battle. Soon after the end of hostilities, diplomatic relations were established between our countries. Thus, the Victory of Adwa rightfully occupies a special place in the chronicles of our bilateral cooperation. 
 
 On this solemn day, with profound respect and sincere sympathy, I wish the brotherly people of Ethiopia wellbeing, peace and continued prosperity in the current year. 
 
 #RussiaEthiopia #VictoryofAdwa130",?q=%23RussiaEthiopia|?q=%23VictoryofAdwa130,True,2.43K
